GEN_OK ready 293 · publishing 293 (skip already applied/qarth)

[WALMART][STORE1] token issued, expires at 2026-07-13T00:00:39.690Z
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 381ms, cid=706969ea-2685-48f0-b043-1aec5f0dd4cd)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 465ms, cid=6b8b3fce-f294-4f40-bcbc-433a8fd2fbeb)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 275ms, cid=89517856-456e-432d-b73b-41f1ad17a466)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 514ms, cid=be47a49e-e624-4a88-879a-6e1207a97852)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 287ms, cid=b2441853-e7dd-40f9-8e64-d88bb0639550)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 289ms, cid=88d0a57a-a9e0-4e75-85a5-e3761acc5664)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 414ms, cid=5d2a0a04-a634-44ec-a9ee-27a74a54a745)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 559ms, cid=77d99220-20ce-43e8-8b37-7f0f4f0a681d)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 256ms, cid=3d7bc466-ffe6-4ac5-ac94-c9c3590faaf3)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 260ms, cid=c083244b-7e88-42db-86c7-3bc94ac1f343)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 454ms, cid=7dbeb0f8-dbe7-4a8e-b550-cc68748896f4)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 629ms, cid=fb0e9abd-811d-4bbe-a578-f116042d8cc4)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 340ms, cid=d09572b4-cee5-4bf5-8ca0-0bfd743d3138)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 391ms, cid=ef1dd3ed-cec9-47ed-aa10-1b04d1c7d069)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 377ms, cid=30780190-31b6-4308-98ea-2170f4377796)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 456ms, cid=856a159b-f569-413d-8afe-5483b7cd041f)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 321ms, cid=8b855269-6aaf-4a73-9fee-ca3a3b46cff7)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 341ms, cid=d9b9547b-a229-48b1-860e-d8413fd6fc3a)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 407ms, cid=637bf8e0-579c-4dbe-b2aa-b4ffe1eb0d22)
[WALMART][STORE1] token issued, expires at 2026-07-13T00:53:12.098Z
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 234ms, cid=080ecbbb-a5c4-4804-98a6-cfab86acc2be)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 268ms, cid=285e14f6-f947-4609-b284-6372621c5c99)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 467ms, cid=6134a34a-a437-4ced-a510-322f992b6f96)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 452ms, cid=9357f3c2-09ee-4671-9cd0-532cefc98e65)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 249ms, cid=bd79f90b-3483-4fe9-87ee-70c1ff0089ab)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 411ms, cid=5e15aa6c-ad2b-47ee-956f-e8be30a995ee)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 395ms, cid=58fbf23e-4e0f-4672-b547-274429d53db3)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 301ms, cid=d7b899e8-8ee9-4541-8427-4cfe40b2714d)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 408ms, cid=844ccadb-c926-499a-b466-916a3006e4a6)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 334ms, cid=aa0684ac-d42c-48e3-a3b4-a26af39cd45e)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 636ms, cid=bc0a9f20-e182-498c-879d-0fc317350774)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 921ms, cid=cb4e6d3f-28ec-46ff-a406-3ecb46ebe367)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 599ms, cid=55fa30c0-952d-4df6-84a3-09de813a31a7)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 443ms, cid=26d5bc99-5d59-48d8-9908-abb7824ab61b)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 755ms, cid=167e0e4f-1430-45c9-99c1-56f5b253efae)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 259ms, cid=41a7ddb8-f1f3-40f2-8b93-46ffb32de060)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 472ms, cid=f62e0ede-b261-4015-b3d9-d47b18481ac1)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 304ms, cid=4f84dd83-b95e-4e4c-a14f-16b1357f620e)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 378ms, cid=9806efad-313e-4da1-accf-3bbe65a32d5d)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 375ms, cid=1b1510bc-7832-45eb-963c-7b5d1cfd04cc)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 402ms, cid=58f882ba-2499-4ce2-9032-aee9845a38de)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 395ms, cid=3a036065-1246-454c-b9bb-6aa5ad86ea9f)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 414ms, cid=12a3ba5c-7455-480a-873c-3297c6143e23)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 458ms, cid=7fefadfc-68c0-4d54-a01e-e4d54674671c)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 367ms, cid=bce7eac6-bade-437f-8c07-2290819d6e62)
  batch 4/6: INPROGRESS at budget — marked submitted
[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 708ms, cid=2994e7b7-4885-4411-bc11-04cb6860b582)
  batch 5/6: feed 18C1B2CEAFAE51E5… (50) draining…
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 614ms, cid=634a864a-386a-44b7-a33c-a912ed287bc7)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 365ms, cid=2be619d9-3acc-4f1b-89b5-c9809d5c9bb5)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 683ms, cid=c5aa697c-ff21-4ea6-bf0a-48ce9726f9d2)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 454ms, cid=3a34f731-e212-4908-8af8-b718cb751e7d)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 245ms, cid=393a0018-6c13-4ffa-96c3-60d78765a7b2)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 283ms, cid=fdfaeefe-45bf-42aa-b2d5-0e2233b4dd6b)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 489ms, cid=8cb95450-6a28-46d3-80d0-628edcadc97d)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 458ms, cid=fb39c1f8-e4d6-4c86-859d-ea6b94a788fc)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 711ms, cid=7971fbb7-3dc8-45f8-a1e5-08c431d2ab53)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 654ms, cid=c0bbffb1-da33-4f2c-be10-326d805ab546)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 235ms, cid=2f3c9d40-c12e-42ba-987d-515cce239524)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 304ms, cid=a2afa95d-7129-4fdb-bfed-e0872f20588a)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 371ms, cid=6bf73f87-bb68-453e-a7e6-8d8330cfce25)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 568ms, cid=d84c29e5-e9e0-4a77-bc4c-6b2dde2acc27)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 353ms, cid=53ce65cc-e47c-456a-831e-691b969f7371)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 261ms, cid=02a65b1f-6084-438c-abc2-979a9872e867)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 493ms, cid=8df42bb2-9b95-4564-927d-1a1210e913d9)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 536ms, cid=b74effc8-34bd-4e1b-bee0-887b2174cd71)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 491ms, cid=61124c6f-4975-4dea-963a-abdc6bba11a4)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 242ms, cid=714cd868-a876-4f3c-8245-d52aa1a738d5)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 269ms, cid=617a154c-f706-43b4-a51b-6d38720def7e)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 484ms, cid=f245e93a-1ec2-4b5d-a635-9d7da1328124)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 371ms, cid=86ac39e5-80d9-4d71-814c-c0f3fa07c5d2)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 423ms, cid=99cd26ab-d4da-4152-b710-901c3b073269)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 393ms, cid=3214df74-7f4d-4af0-8b24-4ff85e40d203)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 382ms, cid=a44eabf1-20a2-4f05-a27f-509d3eb8b2d8)
[WALMART][STORE1] token issued, expires at 2026-07-13T01:06:24.710Z
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 326ms, cid=a00eb103-78b7-487e-b841-0eac3c975b00)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 276ms, cid=3141ee5a-7204-49e0-aeaa-ec6591466062)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 472ms, cid=7cc87d23-a972-4a8f-afd4-ba9923c62d50)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 352ms, cid=2573a758-30c1-4e7d-85b6-ee6d494d1bf0)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 461ms, cid=2502681f-a977-44a1-8760-2cb652880b35)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 449ms, cid=e08a0607-5bec-4da0-b605-af76425ba79b)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 430ms, cid=a77092b0-907d-45e0-b263-1b14fa2f46ac)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 396ms, cid=1fdfb607-4012-4072-a246-8faba85e5fa0)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 384ms, cid=0651a025-6d1f-4715-95c3-a964487f7154)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 484ms, cid=1e395d65-f91e-4aca-897e-5c1a4d58729e)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 542ms, cid=d43b1163-6c12-444d-8e17-d44ad73943f6)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 372ms, cid=e1b5b9c6-064f-46cc-90a6-f205cc94b21d)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 261ms, cid=9447859a-8145-4c0e-b160-fe2a18c6ef2a)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 257ms, cid=acf87c82-a850-4377-a56b-d286ea42f53b)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 471ms, cid=0fe9160c-f7cf-4efb-b9e5-bb659c5f062d)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 453ms, cid=bdd528bd-2d18-4dd2-95fa-3183536da84d)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 222ms, cid=1dfba2ff-ca39-451b-bbb8-ef8ff95358d7)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 446ms, cid=bf635673-cfb9-479d-8c9a-af70aa0018c0)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 401ms, cid=a682b99c-53f3-4576-ba7b-2b3c57771bac)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 517ms, cid=5e2afe8f-a899-409e-89a0-592a0da8a8b1)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 245ms, cid=dd3bdede-c4a3-44a8-93ff-52a33d1bfc44)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 575ms, cid=eae06fe1-7181-4d19-b7d5-fd4c5bab273d)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 666ms, cid=82bfe82a-8f76-4b56-a22d-8bc75d33b033)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 791ms, cid=f0013648-641a-4f7a-952c-5234c84ddff5)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 450ms, cid=fee8e436-aaf3-43a4-9968-453f14f45c7f)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 393ms, cid=78f7db9c-1fbe-45c5-87eb-17f38051033b)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 461ms, cid=9482abdb-7a76-438a-9557-cbbb4348d9fb)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 335ms, cid=40d67ec8-f878-4ee1-a325-caebe0fdc6b9)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 389ms, cid=7006abe3-87e9-4da7-adf2-3d6578d80c31)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 411ms, cid=47d76a30-9d13-4fbb-97b5-5a51b6d3aaeb)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 470ms, cid=47df289e-3422-413b-ad5e-8629581eec1b)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 376ms, cid=ffc232e9-7079-4e3d-bb06-d56c1520cdc7)
[WALMART][STORE1] GET /v3/feeds/18C1B2CEAFAE51E5A09D97F90074A417%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 444ms, cid=3f796266-7dbe-43d8-a896-cfa0285f192d)
  batch 5/6: INPROGRESS at budget — marked submitted
[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 759ms, cid=1d450616-1fe5-4922-87e4-6cad4c6d3653)
  batch 6/6: feed 18C1B3A530DC5826… (43) draining…
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 575ms, cid=9d875ea0-efc6-466a-b3c0-0b4a8132636a)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 593ms, cid=e0314c55-a088-47b9-9984-6e7ad16f4627)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 1031ms, cid=2ba5c6f8-d916-4199-ac86-7e5dd5ddf9ef)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 697ms, cid=b671cb6b-d0c2-43f5-9c49-b0cfba7419ac)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 359ms, cid=18dfb77e-fb6b-4162-b6fc-3e4a961fe8f8)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 468ms, cid=1160a83f-4304-4ab6-bcaf-99d47e3b5825)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 370ms, cid=237c85d0-b449-445f-884f-bcb51a770ac6)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 413ms, cid=698455c6-b3bd-4a16-ac19-92cd91096a55)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 427ms, cid=1a640431-6f43-40b8-876e-fae1e41568c4)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 342ms, cid=ef24b906-6852-4ac7-a01a-f331e638e05e)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 454ms, cid=433ffeda-3c97-403b-ba63-da20be8f6f33)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 369ms, cid=2e9e2f14-86c4-469f-9bbf-1d92e7934507)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 312ms, cid=54f30bf2-58a4-4fb5-b6d6-924443f81cd6)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 477ms, cid=1cf88f04-a837-41bf-a5a9-26d359fc5831)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 369ms, cid=b7594394-4cc3-40da-9694-a8fb04f2c641)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 418ms, cid=adaabfe3-9116-458b-8116-29690a5fb16e)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 517ms, cid=75b00724-2888-4959-9489-3dcafcb9224a)
[WALMART][STORE1] token issued, expires at 2026-07-13T01:19:27.990Z
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 390ms, cid=46f8d7b2-a3c3-4646-b8aa-ce58d15569fe)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 508ms, cid=7e15f4c3-a014-4b30-ba45-af0b1881863e)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 624ms, cid=59cd120e-42ee-441c-b522-8b3f0aa0716b)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 600ms, cid=23fd339f-e5d2-48cb-a5e3-7bbc709030c5)
[WALMART][STORE1] GET /v3/feeds/18C1B3A530DC582687E8392C7F1351F5%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 401ms, cid=cd108073-df85-44aa-a012-76d0831ec365)
