ordinal,sku,asin,decision,severity,effective_total_units,previous_effective_decision,newly_discovered_false_keep,reason_codes,reuse_donor_status,asset_sha256,asset_local_path,title,observation
134,VH-ASHZ-TJEE,B0H856VWD6,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,WRONG_FLAVOR_VISIBLE|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,,386f5dd32dc8af0dc4b883625c8b5994a1ca890dcc8dad66a13661c3417919a9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/134-VH-ASHZ-TJEE-B0H856VWD6-386f5dd32dc8.jpg,"Uncrustables Whole Wheat Peanut Butter Sandwich Variety, Strawberry Jam & Mixed Berry Spread, 24 Count, Frozen","At least one visible product/flavor is not the exact recipe product. Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package text/nutrition identifies the wrong product variant."
135,VK-ASSB-3YFK,B0H85FY28F,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE|GEL_PACK_COUNT_OR_LAYOUT_FAIL|GEL_PACK_BRANDING_FAIL|SALUTEM_BRANDING_FAIL,,8b88d9217ead9eb6990bb98c0f8a80a1c1e271cd3eae19eb0f5169c031880e17,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/135-VK-ASSB-3YFK-B0H85FY28F-8b88d9217ead.jpg,"Uncrustables Frozen Peanut Butter Sandwich Variety Pack, Honey Spread and Whole Wheat Grape Jelly, 24 Individually Wrapped Sandwiches","Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package is generic or lacks authentic readable Smucker's/Uncrustables identity. The image does not contain exactly two approved gel packs inside plus two outside. One or more gel packs have altered/missing approved branding. Cooler Salutem emblem/wordmark/slogan is altered, missing, or incorrect."
136,VN-AS1A-D572,B0H82PKK18,REPAIR,BLOCKING_DEFECT,45,KEEP,true,NO_APPROVED_COOLER_SCENE,,d9a15fc8b192ce3125c41cc68137cea65631b163331231e4dd8644e92ec7b807,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/136-VN-AS1A-D572-B0H82PKK18-d9a15fc8b192.jpg,"Smucker's Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwich, 8 oz, 4 ct - Pack of 45",The approved Salutem cooler/gel-pack frozen-shipping scene is absent.
137,VN-AS6Q-5AE9,B0H8538L32,KEEP,VISUAL_PASS,24,KEEP,false,,,de53755bb4a2944529510c3a2a9dee103cdcf67c5d6f459001f9acafd1bbb716,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/137-VN-AS6Q-5AE9-B0H8538L32-de53755bb4a2.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Peanut Butter and Chocolate Flavored Hazelnut Spread, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
138,VT-ASTH-B6LM,B0H85CL8JD,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART,,cae11d29b3d243c93e90f29bf1828bfdedb05be0f050f1ee683b779e1f8c0a85,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/138-VT-ASTH-B6LM-B0H85CL8JD-cae11d29b3d2.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Peanut Butter & Peanut Butter Apple Cinnamon Jelly Protein, 24 Count","At least one visible product/flavor is not the exact recipe product. At least one required recipe component is not visibly represented. Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art."
139,WC-ASH5-EFN6,B0H833W54L,KEEP,VISUAL_PASS,30,KEEP,false,,,1d8c5850edb4143206eb8b5de57a63dfe79f1fcb3ad349f85d3f1753ab46f494,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/139-WC-ASH5-EFN6-B0H833W54L-1d8c5850edb4.jpg,"Uncrustables Frozen Peanut Butter & Apple Cinnamon Jelly Sandwich, 12g Protein, 2.8 oz, 30 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
140,WK-AS2R-FJUW,B0H82XBNVN,REPAIR,BLOCKING_DEFECT,90,REGENERATE,false,NO_APPROVED_COOLER_SCENE,,acc97fdac13143ad5de4a5dd7b4ace6a17b3b9325a056d25d834661c8974471c,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/140-WK-AS2R-FJUW-B0H82XBNVN-acc97fdac131.jpg,"Uncrustables Frozen Peanut Butter Sandwich, Individually Wrapped, No Crust, 1.8 oz, Pack of 90",The approved Salutem cooler/gel-pack frozen-shipping scene is absent.
141,WK-AS7E-M3CE,B0H843R64X,REPAIR,BLOCKING_DEFECT,24,KEEP,true,RETAILER_BADGE_VISIBLE|CARTON_COUNT_MATH_MISMATCH,,0dd1bc07fa451f0c758d4cf45ff8b76b5569019225e87f843b1b32ef17a2329a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/141-WK-AS7E-M3CE-B0H843R64X-0dd1bc07fa45.jpg,"Uncrustables Frozen Peanut Butter Sandwich Variety Pack, 24 Count – Strawberry Jam 12g Protein and Mixed Berry Spread Flavors",Two 8-count cartons per component communicate 16 + 16 rather than 12 + 12; Beamin' cartons also retain Target marks.
142,WK-ASPD-G9HL,B0H85CF81Y,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,WRONG_FLAVOR_VISIBLE|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,,8851c4b5d386da86939a1557154453053d38142bedea50555ed179f4b3172ec5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/142-WK-ASPD-G9HL-B0H85CF81Y-8851c4b5d386.jpg,"Uncrustables Whole Wheat Peanut Butter & Strawberry Jam and Peanut Butter Frozen Sandwiches, Variety Pack, 24 Count","At least one visible product/flavor is not the exact recipe product. Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package text/nutrition identifies the wrong product variant."
143,WN-AS33-UFEA,B0H83RCTVV,KEEP,VISUAL_PASS,120,KEEP,false,,,d6a0b09ac51c871e4d46d1b37d12a283d046de1c475cbcac9001df9fea6f8ebc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/143-WN-AS33-UFEA-B0H83RCTVV-d6a0b09ac51c.jpg,"Uncrustables Frozen Peanut Butter & Honey Spread Sandwiches, 2 oz Each, Individually Wrapped, 120 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
144,WR-ASR5-AVWE,B0H859VYXH,REPAIR,BLOCKING_DEFECT,24,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,9938a7a37201154ff673b4eba193de4d4b6834bb23378032f32f27c0fcb312a7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/144-WR-ASR5-AVWE-B0H859VYXH-9938a7a37201.jpg,"Uncrustables Frozen Sandwich Variety Pack, Peanut Butter Apple Cinnamon Jelly Protein & Chocolate Hazelnut Spread, 24 Count",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
145,WR-ASTH-TPXV,B0H85DRT93,REPAIR,BLOCKING_DEFECT,24,KEEP,true,VISIBLE_UNIT_COUNT_NOT_RECONCILED,,a0b1fa12614752c4a37f6cd30f10b2925d76b194184ebf5ddb0466930c8b3a35,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/145-WR-ASTH-TPXV-B0H85DRT93-a0b1fa126147.jpg,"Uncrustables Frozen Sandwich Variety Pack, 24 Count – Peanut Butter & Apple Cinnamon Jelly Protein and Morning Protein Peanut Butter & Mixed Berry Spread","The visible Apple and Beamin' wrapper grids exceed 12 units per component, so the 24-count recipe is not reconciled."
146,WZ-ASXK-ZFAS,B0H85DF1R7,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,,6aaeefd9b8e5e79d8bee763841cad34e933cea1f7e0a025e2a7db119165a6d76,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/146-WZ-ASXK-ZFAS-B0H85DF1R7-6aaeefd9b8e5.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Peanut Butter & Honey Spread and Peanut Butter & Blueberry, 24 Count","Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package is generic or lacks authentic readable Smucker's/Uncrustables identity."
147,XE-ASK1-BNRB,B0H81WMJBP,KEEP,VISUAL_PASS,45,KEEP,false,,,a2adbeecbaf75f1bd4279ea1f6dce35c78ec3d3cb5f79591496b16520fb67c29,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/147-XE-ASK1-BNRB-B0H81WMJBP-a2adbeecbaf7.jpg,"Uncrustables Peanut Butter & Raspberry Spread Sandwiches, 2 oz Each, Frozen, 45 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
148,XJ-ASVD-CDMW,B0H82MSTD9,REPAIR,BLOCKING_DEFECT,45,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,e29b6e04c44ac7b9a32890dd160ea0bbcec4051d32ac1a47dc71c08fca922a27,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/148-XJ-ASVD-CDMW-B0H82MSTD9-e29b6e04c44a.jpg,"Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwich, 12g Protein, 2.8 oz, Individually Wrapped - 45 Count",Every purported Bright-Eyed Berry wrapper visibly retains an 8-count retail-carton badge.
149,XV-ASEU-GDUX,B0H82YRTS3,KEEP,VISUAL_PASS,45,KEEP,false,,,8af3a69f4bd8a01128bfff02f80adc90c6dbb35e72a82261a4a4f50b22663cf9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/149-XV-ASEU-GDUX-B0H82YRTS3-8af3a69f4bd8.jpg,"Uncrustables Morning Protein Peanut Butter & Mixed Berry Spread Sandwiches, 2.8 oz, Frozen, 45 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
150,XW-ASSI-SZZT,B0H858GF4N,KEEP,VISUAL_PASS,24,KEEP,false,,,4838a834c731fc90127b8e16b69eca21167e0c210dbbd6dc6314941cc5139dfc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/150-XW-ASSI-SZZT-B0H858GF4N-4838a834c731.jpg,"Uncrustables Frozen Peanut Butter & Honey Spread and Peanut Butter Sandwiches, Individually Wrapped, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
151,YA-ASX6-PZE7,B0H82YB4PD,REPAIR,BLOCKING_DEFECT,30,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,faf4716573d10ec8b91c14ef702b7e40364ca4af5286848fffd92bfe8fec514f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/151-YA-ASX6-PZE7-B0H82YB4PD-faf4716573d1.jpg,"Uncrustables Peanut Butter & Blackberry Spread Frozen Sandwiches, 2 oz Each, 30 Count",Every purported Blackberry Boom wrapper visibly retains a 4-count retail-carton badge.
152,YF-ASZJ-8BBH,B0H822MPKC,KEEP,VISUAL_PASS,30,KEEP,false,,,87e87809db610ca6e2f315c6e34387d4bb75a4696c8d88b5c48c7dad34a8514e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/152-YF-ASZJ-8BBH-B0H822MPKC-87e87809db61.jpg,"Uncrustables Frozen Peanut Butter & Honey Spread Sandwiches, Individually Wrapped, 30 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
153,YG-ASH6-BCXX,B0H8511Y5G,KEEP,VISUAL_PASS,24,KEEP,false,,,4a31fa2ae1219b9bb4df5a23a0d5c4b28a15e76b608a9b9fd517e1e04be09304,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/153-YG-ASH6-BCXX-B0H8511Y5G-4a31fa2ae121.jpg,"Uncrustables Frozen Peanut Butter & Peanut Butter Blackberry Spread Sandwiches, Variety Pack, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
154,YH-ASQ8-45ED,B0H82QPCJL,REPAIR,BLOCKING_DEFECT,45,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,b3dcd63b87f0bc104bcda7936246f9fb7204dde5fc8313a39af68a04acc59b9b,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/154-YH-ASQ8-45ED-B0H82QPCJL-b3dcd63b87f0.jpg,"Uncrustables Frozen Peanut Butter Sandwiches, Individually Wrapped, No Crust, 45 Count",Every purported peanut-butter wrapper visibly retains a 4-count retail-carton badge.
155,YM-AS7P-ZX44,B0H83S1LDG,KEEP,VISUAL_PASS,120,KEEP,false,,,bc8bde72ddcb9f5a49bb31c253624f20b80b74c6e529708b8e9fbbdf7620ec38,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/155-YM-AS7P-ZX44-B0H83S1LDG-bc8bde72ddcb.jpg,"Uncrustables Peanut Butter & Blackberry Spread Frozen Sandwiches, Individually Wrapped, 120 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
156,YV-AST8-LMKN,B0H859JMGJ,REPAIR,BLOCKING_DEFECT,24,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,8f6d88bdc0bbd0c6053e2bf75d5fc38e90ad55b20b38bf94b364823acf2133d6,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/156-YV-AST8-LMKN-B0H859JMGJ-8f6d88bdc0bb.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Peanut Butter & Honey and Peanut Butter & Chocolate Flavored Spread, 24 Count","Three 10-count cartons are visible for each component (30 + 30), not 12 + 12."
157,ZB-ASKL-9W8G,B0H82LKBYH,REPAIR,BLOCKING_DEFECT,45,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,b9a93cc94e83e3854d100495bf2c2233b50dda13d76f3299ead5201e07c56862,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/157-ZB-ASKL-9W8G-B0H82LKBYH-b9a93cc94e83.jpg,"Uncrustables Peanut Butter & Blackberry Spread Frozen Sandwiches, Individually Wrapped, No Crust, 45 Count",Every purported Blackberry Boom wrapper visibly retains a 4-count retail-carton badge.
158,ZC-ASDC-3QMV,B0H83TSB5J,KEEP,VISUAL_PASS,120,KEEP,false,,,505697e7af2b8c3f1bd3d63bc11bcd89116cb1666a80829e1ad671be6068ab36,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/158-ZC-ASDC-3QMV-B0H83TSB5J-505697e7af2b.jpg,"Smucker's Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwich, 2 oz Each, 120 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
159,ZE-AS5W-FKH3,B0H8531B8B,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,RETAILER_BADGE_VISIBLE|CARTON_COUNT_MATH_MISMATCH,,46f5308506f2aaf8829a6bad1133e82ad987234720e4c5fff784514c021ccc07,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/159-ZE-AS5W-FKH3-B0H8531B8B-46f5308506f2.jpg,"Uncrustables Frozen Sandwich Variety Pack, Peanut Butter and Peanut Butter & Mixed Berry Spread, 24 Count","Peanut butter is 3 x 4 = 12, but Beamin' Berry is 2 x 8 = 16 and retains Target marks."
160,ZH-AS8W-G5MN,B0H82LMD9Z,REPAIR,BLOCKING_DEFECT,30,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,4eb9e3276e1b14ec3bf8cd74e08835f821a098dac73af363cef8a4aba92ec4fc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/160-ZH-AS8W-G5MN-B0H82LMD9Z-4eb9e3276e1b.jpg,"Smucker's Uncrustables Frozen Peanut Butter and Grape Jelly Sandwich, 2 oz Each, 30 Count","Three 4-count grape cartons communicate 12 units, not the required 30."
161,ZP-ASJD-X7ZD,B0H85N7X8W,REPAIR,BLOCKING_DEFECT,24,KEEP,true,RETAILER_BADGE_VISIBLE|CARTON_COUNT_MATH_MISMATCH,INVALID_FOR_REUSE,5518355a28eb1f5cf2dafae5129e62e56bd068d0c647a6027a03d2e94ce58eb7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/161-ZP-ASJD-X7ZD-B0H85N7X8W-5518355a28eb.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Whole Wheat Peanut Butter & Strawberry Jam and Morning Protein Peanut Butter & Mixed Berry Spread, 24 Count","Whole-wheat strawberry is 3 x 4 = 12, but Beamin' Berry is 2 x 8 = 16 and retains Target marks."
162,ZX-AS2C-GT8Q,B0H82L3LRT,REPAIR,BLOCKING_DEFECT,30,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,ba3e2619166961c3a244654c33c7c62bbd65f6dee0050e3b3d765e4f31f5d2f8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/162-ZX-AS2C-GT8Q-B0H82L3LRT-ba3e26191669.jpg,"Uncrustables Whole Wheat Peanut Butter & Strawberry Jam Frozen Sandwiches, 2 oz Each, 30 Count",Every purported whole-wheat strawberry wrapper visibly retains a 4-count retail-carton badge.
163,ZX-ASQU-TKU9,B0H84PVG1G,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,CARTON_COUNT_MATH_MISMATCH|FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,,b448c2ef5e5d110dc12fca50815cd8d17bef8447bd6cccdb320ea3055e1ac2c5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/163-ZX-ASQU-TKU9-B0H84PVG1G-b448c2ef5e5d.jpg,"Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwiches, Whole Wheat and Classic Variety, Individually Wrapped, 24 Count","Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity. Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package is generic or lacks authentic readable Smucker's/Uncrustables identity."
164,ZY-ASZ4-QM5U,B0H83T9QZV,KEEP,VISUAL_PASS,120,KEEP,false,,,3e57fee36a0f426224c5a9a3b508fe68f7780e7d015902dbc5a07995312975f9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/164-ZY-ASZ4-QM5U-B0H83T9QZV-3e57fee36a0f.jpg,"Uncrustables Frozen Peanut Butter & Apple Cinnamon Jelly Sandwich, 12g Protein, 2.8 oz, Individually Wrapped – 120 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
