ordinal,sku,asin,tier_count,target_regular,target_minimum,target_maximum,amazon_regular_current,amazon_minimum_current,amazon_maximum_current,amazon_offer_state,amazon_offer_current,amazon_expected_current_semantics,offer_classification,regular_action,minimum_action,maximum_action,promo_assignment,promo_arm,promo_discount_percent,promo_live_sale_value,promo_target_effective,promo_live_start_at,promo_live_end_at,promo_target_start_at,promo_target_end_at,promo_action,channelmax_status,channelmax_model_id,channelmax_model_name,channelmax_price_current,channelmax_minimum_current,channelmax_maximum_current,planned_price_wave,execution_status,failure_codes,blocker_codes
96,RL-AS64-Q8QX,B0H82LZLM2,30,85.99,74.75,85.99,93.13,74.75,85.99,NO_OFFER,,85.99,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,COUPON_13,A,13,,74.81,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,93.13,113.09,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
97,RM-ASCV-DVA5,B0H822CVVL,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,KEEP,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,64.64,78.48,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
98,RN-ASLP-VH3X,B0H82JYZQH,30,85.99,74.75,85.99,85.99,74.75,85.99,OFFER,85.99,85.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_13,A,13,,74.81,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,85.99,76.26,92.6,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
99,RQ-AS0L-9B45,B0H85MQLHG,24,76.99,66.95,76.99,72.14,66.95,76.99,OFFER,72.14,76.99,MISMATCH_CURRENT_SEMANTICS,SET_TO_TARGET,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,72.14,71.14,86.38,WAVE_1_EFFECTIVE_CUSTOMER_PRICE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_EFFECTIVE_CONSUMER_MISMATCH_CURRENT_SEMANTICS,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
100,RQ-AS78-STLZ,B0H85GR968,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,76.99,76.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,76.99,71.64,86.99,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
101,RQ-ASM7-T9NN,B0H83HNB3B,90,252.99,219.57,252.99,221.27,219.57,252.99,OFFER,220.1,220.1,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,SET_TO_TARGET,KEEP,KEEP,SALEPRICE_13,B,13,220.1,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,220.1,221.27,268.69,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
102,RR-ASG1-JVKV,B0H8361PYX,45,130.99,114.27,130.99,130.99,114.27,130.99,OFFER,114.27,114.27,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,KEEP,KEEP,KEEP,SALEPRICE_12,B,12,114.27,115.27,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,REVISE_VALUE_AND_WINDOW_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,114.27,113.66,138.02,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_VALUE_DIFFERS_FROM_V4_PROPOSAL|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
103,RS-AS47-M3K3,B0H87748WJ,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,KEEP,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,64.38,78.18,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
104,RU-ASC3-4TUS,B0H83SJFR7,24,76.99,66.95,76.99,77.52,66.95,76.99,NO_OFFER,,76.99,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,71.14,86.38,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
105,RY-ASMO-6N4F,B0H8493HNR,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,76.99,76.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,76.99,64.64,78.48,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
106,RY-ASO3-24Q2,B0H84XMG42,24,76.99,66.95,76.99,77.52,66.95,76.99,NO_OFFER,,76.99,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,71.14,86.38,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
107,RZ-AS26-WLRM,B0H85PJ516,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,76.99,76.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,76.99,64.38,78.18,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
108,SA-ASCK-J2B2,B0H82XP1MM,45,130.99,114.27,130.99,138.98,114.27,130.99,NO_OFFER,,130.99,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,COUPON_12,A,12,,115.27,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,138.98,168.75,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
109,SA-ASDW-SNEW,B0H82SMZ2M,45,130.99,114.27,130.99,130.99,114.27,130.99,OFFER,130.99,130.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_12,A,12,,115.27,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,130.99,115.54,140.29,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
110,SC-ASH8-4RQG,B0H856DWVS,24,76.99,66.95,76.99,79.39,66.95,90,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,SET_TO_TARGET,KEEP,SET_TO_TARGET,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,79.39,96.39,WAVE_2_GUARDRAILS_AND_OVERLAPPING_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|AMAZON_MAX_GUARD_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
111,SG-AS32-LZ9Y,B0H8564C6D,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,76.99,76.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,76.99,64.64,78.48,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
112,SG-ASLB-M2DG,B0H84PFKYC,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,KEEP,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,64.38,78.18,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
113,SH-ASO0-PW37,B0H83ZH3TB,24,76.99,66.95,76.99,77.52,66.95,76.99,NO_OFFER,,76.99,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,70.88,86.08,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
114,SS-AS9K-U9TV,B0H831889Q,45,130.99,114.27,130.99,130.99,114.27,130.99,OFFER,130.99,130.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_12,A,12,,115.27,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,130.99,114.59,139.15,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
115,SU-ASS4-RV6R,B0H853HGHC,24,76.99,66.95,76.99,86.08,66.95,76.99,NO_OFFER,,76.99,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,70.88,86.08,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
116,SV-AS87-D6SV,B0H83ZGN22,24,76.99,66.95,76.99,70.88,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,SET_TO_TARGET,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,70.88,86.08,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
117,SZ-ASPI-JFAT,B0H776M5B5,24,76.99,66.95,76.99,119.68,66.95,76.99,NO_OFFER,,76.99,NO_OFFER,HOLD,HOLD,HOLD,COUPON_13,A,13,,66.98,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_IDENTITY_MISMATCH,,Default,0,119.68,145.33,HOLD_IDENTITY,HOLD_IDENTITY,AMAZON_REGULAR_ATTRIBUTE_MISMATCH|CHANNELMAX_IDENTITY_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
118,TH-AS6D-CCES,B0H845HSDZ,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,KEEP,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,64.64,78.48,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
119,TL-ASHN-ZRKG,B0H85P9F3R,24,76.99,66.95,76.99,71.14,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,SET_TO_TARGET,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,71.14,86.38,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
120,TP-AS91-8PAZ,B0H835T5HN,30,85.99,74.75,85.99,77.51,74.75,85.99,OFFER,74.81,74.81,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,SET_TO_TARGET,KEEP,KEEP,SALEPRICE_13,B,13,74.81,74.81,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,74.81,77.51,94.12,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
121,TQ-ASBR-96TC,B0H82BCZ44,24,76.99,66.95,76.99,81.14,66.95,76.99,NO_OFFER,,66.98,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,81.14,98.53,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
122,TQ-ASC4-P2NP,B0H839G6RQ,90,252.99,219.57,252.99,252.99,219.57,252.99,OFFER,252.99,252.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_13,A,13,,220.1,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,252.99,221.27,268.69,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
123,TY-AST2-JE9P,B0H84WQRXB,24,76.99,66.95,76.99,48.73,66.95,76.99,NO_OFFER,,66.98,NO_OFFER,HOLD,HOLD,HOLD,SALEPRICE_13,B,13,66.98,,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,,,HOLD_IDENTITY_REVIEW_EXISTING_LIVE_SALE,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,40.13,48.73,HOLD_IDENTITY,HOLD_IDENTITY,,CATALOG_IDENTITY_CONFLICT_8541|AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK
124,UA-ASAO-RE7Q,B0H784LMG6,45,130.99,114.27,130.99,144.24,114.27,130.99,NO_OFFER,,130.99,NO_OFFER,SET_TO_TARGET,KEEP,KEEP,COUPON_12,A,12,,115.27,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,0,144.24,182.06,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,AMAZON_CONSUMER_OFFER_UNAVAILABLE|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
125,UD-AS9J-QNY6,B0H834L7P6,90,252.99,219.57,252.99,223.14,219.57,252.99,OFFER,220.1,220.1,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,SET_TO_TARGET,KEEP,KEEP,SALEPRICE_13,B,13,220.1,220.1,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,220.1,223.14,270.96,WAVE_3_REGULAR_BASE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,AMAZON_REGULAR_ATTRIBUTE_MISMATCH,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
126,UE-ASA6-CLLY,B0H83ZHZ4S,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,KEEP,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,64.38,78.18,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
127,UF-ASA1-GN5P,B0H854DM3X,24,76.99,66.95,76.99,76.99,66.95,76.99,OFFER,66.98,66.98,MATCHES_ACTIVE_SALE_NOT_REGULAR_DRIFT,KEEP,KEEP,KEEP,SALEPRICE_13,B,13,66.98,66.98,2026-07-14T00:00:00Z,2026-08-13T23:59:59Z,2026-07-20T00:00:00.000Z,2026-08-19T23:59:59.000Z,KEEP_LIVE_VALUE_WINDOW_CHANGE_ONLY_IF_V4_APPROVED,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,66.98,64.89,78.79,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_SALEPRICE_WINDOW_DIFFERS_FROM_V4_PROPOSAL
128,UG-ASUO-L4D9,B0H83FP8WW,90,252.99,219.57,252.99,252.99,219.57,252.99,OFFER,252.99,252.99,MATCHES_REGULAR_AND_CURRENT_SEMANTICS,KEEP,KEEP,KEEP,COUPON_13,A,13,,220.1,,,,,VERIFY_OR_CREATE_ONLY_AFTER_V4_OWNER_APPROVAL,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,,Default,252.99,221.27,268.69,NO_BASE_OR_GUARD_CHANGE,BLOCKED_UNTIL_CHANNELMAX_DEFAULT_CONTROL_PROVEN,,CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|PROMO_V4_NOT_OWNER_APPROVED|LIVE_COUPON_APPLICATION_EVIDENCE_MISSING
