ActualShippingCost	AmazonCategory	AmazonPrice	AmznFeaMAX	ASIN	BuyBoxRotation%	BuyBoxSellerID	BuyBoxShipping	BuyBoxTotal	ChildCount	CMaxItemID	CommissionAmt	CompetitorCount	EAN	EmployeeID	EmployeeName	FBA	FBATotalFee	FolderID	FolderName	IGotBuybox	InvProfileID	InvProfileName	InventoryClassID	IsMasterSKU	IsAmazon	IsBBox	IsFBA	IsLowest	IsOnlyMe	IsSelling	ItemCondition	ItemLocationID	ItemLocationName	ItemName	ItemThumbnail	ItemWight	KitSKU?	KitComponentCount	KitItemID	KitItemIDx	LeadTimeinAmzn	LeadTimeToShip	LotSize	Manufacturer	MAP	MarketPlaceID	MarketPlaceName	MasterSKU	MasterSKUControlsInv	MasterSKUQtyIsSumOfVariations	MaxSellingPrice	MinSellingPrice	MPN	MyCeiling	MyFloor	MyPrice	MyShipping	MyTotal	NewPrice	PurchaseCost	Quantity	RelatedASINs	ReorderQuantity	RepricingModelID	RepricingModelName	SalePrice	SalePriceEnd	SalePriceStart	SalesRank	SKU	SupplierSKU	UPC	VariableClosingFee	WhenAddedToCMax
	Grocery								0	162806658						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Keto Chocolate Raspberry Muffin, Blueberry Oat Muffin, Gift Set, 12 oz � Pack of 4	em4:I/51cKZ6BJjEL._SL75_.jpg			0									Amzn US				84.9300	0.0000									555			59149	never sold					743269739907				9/17/2025 5:52:22 PM
	Grocery								0	162806659						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Keto Chocolate Raspberry Muffin, Blueberry Oat Muffin, Gift Set, 12 oz � Pack of 8	em4:I/51YO77Chm5L._SL75_.jpg			0									Amzn US				146.0600	0.0000									555			59149	never sold					743269739914				9/17/2025 5:52:22 PM
	Grocery								0	162806660						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Banana Chocolate Chip Muffins, Gift Set, 12 oz � Pack of 2	em4:I/51yK3UG4PyL._SL75_.jpg			0									Amzn US				74.7700	0.0000									777			59149	never sold					743269739921				9/17/2025 5:52:22 PM
	Grocery								0	162806661						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Banana Chocolate Chip Muffins, Gift Set, 12 oz � Pack of 4	em4:I/51EVpzWwVhL._SL75_.jpg			0									Amzn US				125.7300	0.0000									444			59149	never sold					743269739938				9/17/2025 5:52:22 PM
	Grocery								0	162806662						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Birthday Cake Muffin, Vegetable-Based Snack, Gift Set, 12 oz � Pack of 4	em4:I/51vqisjnSDL._SL75_.jpg			0									Amzn US				78.1300	0.0000									555			59149	never sold					743269739945				9/17/2025 5:52:22 PM
	Grocery								0	162806663						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Birthday Cake Muffin, Vegetable-Based Snack, Gift Set, 12 oz � Pack of 8	em4:I/51eyknHijRL._SL75_.jpg			0									Amzn US				132.4600	0.0000									777			59149	never sold					743269739952				9/17/2025 5:52:22 PM
	Grocery								0	162806664						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Frozen Tomato Basil Frittata, Gift Set, 12 oz � Pack of 4	em4:I/51Jjqcc6VyL._SL75_.jpg			0									Amzn US				78.1300	0.0000									555			59149	never sold					743269739969				9/17/2025 5:52:22 PM
	Grocery								0	162806665						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Frozen Tomato Basil Frittata, Gift Set, 12 oz � Pack of 8	em4:I/51HfXSoduRL._SL75_.jpg			0									Amzn US				132.4600	0.0000									666			59149	never sold					743269739976				9/17/2025 5:52:22 PM
	Grocery								0	162806666						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Loaded Potato Breakfast Bake, Gift Set, 12 oz � Pack of 4	em4:I/51RXpLPvbFL._SL75_.jpg			0									Amzn US				78.1300	0.0000									777			59149	never sold					743269739983				9/17/2025 5:52:22 PM
	Grocery								0	162806667						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Loaded Potato Breakfast Bake, Gift Set, 12 oz � Pack of 8	em4:I/51BJEX-ZDQL._SL75_.jpg			0									Amzn US				132.4600	0.0000									777			59149	never sold					743269739990				9/17/2025 5:52:22 PM
	Grocery								0	162806668						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Chocolate Chip Blondie Bites, Gift Set, 9 oz � Pack of 4	em4:I/51lfqoLpsQL._SL75_.jpg			0									Amzn US				78.1300	0.0000									666			59149	never sold					743269740002				9/17/2025 5:52:22 PM
	Grocery								0	162806669						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Chocolate Chip Blondie Bites, Gift Set, 9 oz � Pack of 8	em4:I/51MQ3PM3FAL._SL75_.jpg			0									Amzn US				132.4600	0.0000									444			59149	never sold					743269740019				9/17/2025 5:52:22 PM
	Grocery								0	162806670						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Mozzarella Sticks, Plant-Based Cheese Appetizer, Gift Set, 9 oz � Pack of 4	em4:I/41+-QNK28fL._SL75_.jpg			0									Amzn US				82.8900	0.0000									777			59149	never sold					743269740026				9/17/2025 5:52:22 PM
	Grocery								0	162806671						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Mozzarella Sticks, Plant-Based Cheese Appetizer, Gift Set, 9 oz � Pack of 8	em4:I/51cLmrncOcL._SL75_.jpg			0									Amzn US				141.9800	0.0000									777			59149	never sold					743269740033				9/17/2025 5:52:22 PM
	Grocery								0	162806672						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Mozzarella Sticks, Crispy Cheese Snack, Gift Set, 8 oz � Pack of 4	em4:I/41M5cPtg70L._SL75_.jpg			0									Amzn US				84.9300	0.0000									666			59149	never sold					743269740040				9/17/2025 5:52:22 PM
	Grocery								0	162806673						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita � Mozzarella Sticks, Crispy Cheese Snack, Gift Set, 8 oz � Pack of 8	em4:I/51pYk4HqVVL._SL75_.jpg			0									Amzn US				146.0600	0.0000									555									743269740057				9/17/2025 5:52:22 PM
	Grocery	0.0000		B0FTGHXLTL	100	MySelf	26.5000	92.6000	0	163003791	13.8900	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Mini Cheese Ravioli, Italian Pasta, Frozen Meal, Gift Set, 24 oz � Pack of 5	em4:I/41lLxDeEzgL._SL75_.jpg			0									Amzn US				66.1000	0.0000		66.1	54.44	66.1000	26.5000	92.6000	0.0000		555			59149	never sold				0	743269740064				10/1/2025 6:08:46 PM
	Grocery	0.0000		B0FTGGVXLP	100	MySelf	40.0000	148.3900	0	163003792	22.2600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Mini Cheese Ravioli, Italian Pasta, Frozen Meal, Gift Set, 24 oz � Pack of 10	em4:I/41Egm-qHjgL._SL75_.jpg			0									Amzn US				108.3900	0.0000		108.39	89.26	108.3900	40.0000	148.3900	0.0000		444			59149	never sold				0	743269740071				10/1/2025 6:08:46 PM
	Grocery	0.0000		B0FTGKTYM4	100	MySelf	52.0000	207.7900	0	163003793	31.1700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Mini Cheese Ravioli, Italian Pasta, Frozen Meal, Gift Set, 24 oz � Pack of 5	em4:I/41iyL2JZ34L._SL75_.jpg			0									Amzn US				155.7900	0.0000		155.79	128.29	155.7900	52.0000	207.7900	0.0000		444			59149	never sold				0	743269740088				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGHZ3H4	100	MySelf	26.5000	92.6000	0	163003794	13.8900	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Cheese Tortellini Pasta, Italian Style Frozen Pasta, Gift Set, 24 oz � Pack of 10	em4:I/41GYzfAHctL._SL75_.jpg			0									Amzn US				66.1000	0.0000		66.1	54.44	66.1000	26.5000	92.6000	0.0000		444			59149	never sold				0	743269740095				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGKFKJD	100	MySelf	40.0000	148.3900	0	163003795	22.2600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Cheese Tortellini Pasta, Italian Style Frozen Pasta, Gift Set, 24 oz � Pack of 5	em4:I/41pTPCLdPxL._SL75_.jpg			0									Amzn US				108.3900	0.0000		108.39	89.26	108.3900	40.0000	148.3900	0.0000		444			59149	never sold				0	743269740101				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGLTFZN	100	MySelf	52.0000	207.7900	0	163003796	31.1700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Cheese Tortellini Pasta, Italian Style Frozen Pasta, Gift Set, 24 oz � Pack of 10	em4:I/41nOzN7wcyL._SL75_.jpg			0									Amzn US				155.7900	0.0000		155.79	128.29	155.7900	52.0000	207.7900	0.0000		555			59149	never sold				0	743269740118				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGJMRFD	100	MySelf	26.5000	92.6000	0	163003797	13.8900	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Mini Cheese Ravioli and Cheese Tortellini Pasta, Italian Cuisine Gift Set, 24 oz � Pack of 6	em4:I/41CvDbCDbhL._SL75_.jpg			0									Amzn US				66.1000	0.0000		66.1	54.44	66.1000	26.5000	92.6000	0.0000		444			59149	never sold				0	743269740125				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGJGM8L	100	MySelf	40.0000	148.3900	0	163003798	22.2600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Mini Cheese Ravioli and Cheese Tortellini Pasta, Italian Cuisine Gift Set, 24 oz � Pack of 12	em4:I/41z+0CWrdWL._SL75_.jpg			0									Amzn US				108.3900	0.0000		108.39	89.26	108.3900	40.0000	148.3900	0.0000		555			59149	never sold				0	743269740132				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGK7DN8	100	MySelf	52.0000	206.8800	0	163003799	31.0300	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Mini Cheese Ravioli and Cheese Tortellini Pasta, Italian Cuisine Gift Set, 24 oz � Pack of 5	em4:I/41fmv+YtyaL._SL75_.jpg			0									Amzn US				155.7900	0.0000		155.79	128.29	154.8800	52.0000	206.8800	0.0000		777			59149	never sold				0	743269740149				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGJLYK3	100	MySelf	22.0000	100.1500	0	163003800	15.0200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free 4 Cheese Tortellini, Gourmet Pasta Gift Set, 16 oz � Pack of 10	em4:I/414QCguUc5L._SL75_.jpg			0									Amzn US				78.1500	0.0000		78.15	64.35	78.1500	22.0000	100.1500	0.0000		777			59149	never sold				0	743269740156				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGMR1JR	100	MySelf	31.0000	163.5000	0	163003801	24.5200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free 4 Cheese Tortellini, Gourmet Pasta Gift Set, 16 oz � Pack of 16	em4:I/41erStQ2KdL._SL75_.jpg			0									Amzn US				132.5000	0.0000		132.5	109.12	132.5000	31.0000	163.5000	0.0000		666			59149	never sold				0	743269740163				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGJDS6K	100	MySelf	22.0000	100.1500	0	163003802	15.0200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Spinach & Cheese Tortellini, Gift Set, 16 oz � Pack of 4	em4:I/41+2TmnjSgL._SL75_.jpg			0									Amzn US				78.1500	0.0000		78.15	64.35	78.1500	22.0000	100.1500	0.0000		555			59149	never sold				0	743269740170				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGKSX9Y	100	MySelf	31.0000	163.5000	0	163003803	24.5200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Spinach & Cheese Tortellini, Gift Set, 16 oz � Pack of 8	em4:I/418wtZNt+XL._SL75_.jpg			0									Amzn US				132.5000	0.0000		132.5	109.12	132.5000	31.0000	163.5000	0.0000		666			59149	never sold				0	743269740187				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGKVZBP	100	MySelf	20.5000	85.0700	0	163003804	12.7600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Spinach & Cheese Tortellini, 4 Cheese Tortellini, Gift Set, 16 oz � Pack of 12	em4:I/41U-Vr315CL._SL75_.jpg			0									Amzn US				64.5700	0.0000		64.57	53.18	64.5700	20.5000	85.0700	0.0000		777			59149	never sold				0	743269740194				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGHW7QG	100	MySelf	31.0000	163.5000	0	163003805	24.5200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Spinach & Cheese Tortellini, 4 Cheese Tortellini, Gift Set, 16 oz � Pack of 4	em4:I/41zuk0rX32L._SL75_.jpg			0									Amzn US				132.5000	0.0000		132.5	109.12	132.5000	31.0000	163.5000	0.0000		777			59149	never sold				0	743269740200				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGJM523	100	MySelf	20.8000	147.9700	0	163003806	22.2000	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Real Garlic Texas Toast, Gift Set, 11.5 oz � Pack of 8	em4:I/51aJK3YgidL._SL75_.jpg			0									Amzn US				165.9000	122.8900		165.9	122.89	127.1700	20.8000	147.9700	0.0000	60.0000	555			59021	Manual min/max				631660	743269740217				10/1/2025 6:08:47 PM
	Grocery	0.0000		B0FTGMYXZX	100	MySelf	28.4500	140.3400	0	163003807	21.0500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Real Garlic Texas Toast, Gift Set, 11.5 oz � Pack of 12	em4:I/518hIoL7xBL._SL75_.jpg			0									Amzn US				111.8900	0.0000		111.89	92.14	111.8900	28.4500	140.3400	0.0000		777			59149	never sold				0	743269740224				10/1/2025 6:08:48 PM
	Grocery	0.0000		B0FTGHJ682	100	MySelf	34.7500	195.7900	0	163003808	29.3700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Real Garlic Texas Toast, Gift Set, 11.5 oz � Pack of 3	em4:I/51E3vVIvqzL._SL75_.jpg			0									Amzn US				161.0400	0.0000		161.04	132.62	161.0400	34.7500	195.7900	0.0000		777			59149	never sold				0	743269740231				10/1/2025 6:08:48 PM
	Grocery	0.0000		B0FTGNKNBC	100	MySelf	20.6500	73.2000	0	163003809	10.9800	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Texas Toast, Frozen Bread Gift Set, 11.25 oz � Pack of 6	em4:I/51cz7BI4-qL._SL75_.jpg			0									Amzn US				52.5500	0.0000		52.55	43.27	52.5500	20.6500	73.2000	0.0000		555			59149	never sold				0	743269740248				10/1/2025 6:08:48 PM
	Grocery	0.0000		B0FTGM2Z2W	100	MySelf	28.3000	109.5900	0	163003810	16.4400	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Texas Toast, Frozen Bread Gift Set, 11.25 oz � Pack of 4	em4:I/51omqZpt3YL._SL75_.jpg			0									Amzn US				81.2900	0.0000		81.29	66.94	81.2900	28.3000	109.5900	0.0000		666			59149	never sold				0	743269740255				10/1/2025 6:08:48 PM
	Grocery	0.0000		B0FTGL26L9	100	MySelf	37.6000	167.8900	0	163003811	25.1800	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Texas Toast, Frozen Bread Gift Set, 11.25 oz � Pack of 8	em4:I/51Et8jfrccL._SL75_.jpg			0									Amzn US				130.2900	0.0000		130.29	107.29	130.2900	37.6000	167.8900	0.0000		555			59149	never sold				0	743269740262				10/1/2025 6:08:48 PM
	Grocery	0.0000		B0FTGJHXZ5	100	MySelf	20.9500	94.3700	0	163003812	14.1600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Five Cheese Texas Toast, Gift Set, 12.35 oz � Pack of 4	em4:I/51nH8gqA3UL._SL75_.jpg			0									Amzn US				72.9500	0.0000		80.24	66.08	73.4200	20.9500	94.3700	0.0000		555								0	743269740279				10/1/2025 6:08:48 PM
	Grocery	0.0000		B0FTGJRRKZ	100	MySelf	28.9000	150.9900	0	163003813	22.6500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Five Cheese Texas Toast, Gift Set, 12.35 oz � Pack of 8	em4:I/51HGZbciBhL._SL75_.jpg			0									Amzn US				122.0900	0.0000		122.09	100.54	122.0900	28.9000	150.9900	0.0000		444			59149	never sold				0	743269740286				10/1/2025 6:08:48 PM
	Grocery	0.0000		B0FTGMMYVX	100	MySelf	35.3500	211.6900	0	163003814	31.7500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Five Cheese Texas Toast, Gift Set, 12.35 oz � Pack of 4	em4:I/51kEjKjxoIL._SL75_.jpg			0									Amzn US				176.3400	0.0000		176.34	145.22	176.3400	35.3500	211.6900	0.0000		555			59149	never sold				0	743269740293				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGGZV9R	100	MySelf	21.2500	77.8300	0	163003815	11.6700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Five Cheese Texas Toast, Frozen Bread Gift Set, 13.5 oz � Pack of 8	em4:I/51SjTW-H6ZL._SL75_.jpg			0									Amzn US				56.5800	0.0000		56.58	46.6	56.5800	21.2500	77.8300	0.0000		777			59149	never sold				0	743269740309				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGJDPH8	100	MySelf	29.6500	119.0000	0	163003816	17.8500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Five Cheese Texas Toast, Frozen Bread Gift Set, 13.5 oz � Pack of 4	em4:I/5118hiZD1CL._SL75_.jpg			0									Amzn US				89.3500	0.0000		89.35	73.58	89.3500	29.6500	119.0000	0.0000		555			59149	never sold				0	743269740316				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGH5QL9	100	MySelf	36.4000	163.6300	0	163003817	24.5400	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Five Cheese Texas Toast, Frozen Bread Gift Set, 13.5 oz � Pack of 8	em4:I/51-1rx6IoKL._SL75_.jpg			0									Amzn US				127.2300	0.0000		127.23	104.78	127.2300	36.4000	163.6300	0.0000		777			59149	never sold				0	743269740323				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGKGGR4	100	MySelf	20.3500	76.9300	0	163003818	11.5400	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Cheese Olde World Ciabatta Rolls, Gourmet Bread Gift Set, 10 oz � Pack of 4	em4:I/512Xvn+t6+L._SL75_.jpg			0									Amzn US				56.5800	0.0000		56.58	46.6	56.5800	20.3500	76.9300	0.0000		777			59149	never sold				0	743269740330				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGK7YBJ	100	MySelf	27.7000	117.0500	0	163003819	17.5600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Cheese Olde World Ciabatta Rolls, Gourmet Bread Gift Set, 10 oz � Pack of 8	em4:I/51Qstk+qo-L._SL75_.jpg			0									Amzn US				89.3500	0.0000		89.35	73.58	89.3500	27.7000	117.0500	0.0000		555			59149	never sold				0	743269740347				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGKNHQ9	100	MySelf	33.4000	160.6300	0	163003820	24.0900	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Cheese Olde World Ciabatta Rolls, Gourmet Bread Gift Set, 10 oz � Pack of 4	em4:I/51L3CODh7nL._SL75_.jpg			0									Amzn US				127.2300	0.0000		127.23	104.78	127.2300	33.4000	160.6300	0.0000		666			59149	never sold				0	743269740354				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGKJB34	100	MySelf	19.6000	77.2600	0	163003821	11.5900	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Hand-Tied Garlic Knots, Frozen Bread Gift Set, 7.3 oz � Pack of 8	em4:I/51TK-z9WKqL._SL75_.jpg			0									Amzn US				56.5800	0.0000		62.24	51.26	57.6600	19.6000	77.2600	0.0000		777								633881	743269740361				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGKF24V	100	MySelf	26.0500	115.4000	0	163003822	17.3100	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Hand-Tied Garlic Knots, Frozen Bread Gift Set, 7.3 oz � Pack of 4	em4:I/51kpiSw4hML._SL75_.jpg			0									Amzn US				89.3500	0.0000		89.35	73.58	89.3500	26.0500	115.4000	0.0000		555			59149	never sold				0	743269740378				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGN1XT1	100	MySelf	31.1500	158.3800	0	163003823	23.7600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Hand-Tied Garlic Knots, Frozen Bread Gift Set, 7.3 oz � Pack of 8	em4:I/51HrnyFmnOL._SL75_.jpg			0									Amzn US				127.2300	0.0000		127.23	104.78	127.2300	31.1500	158.3800	0.0000		555			59149	never sold				0	743269740385				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGK12P3	100	MySelf	20.5000	73.0500	0	163003824	10.9600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Breadsticks, Frozen Baked Bread, Gift Set, 10.5 oz � Pack of 4	em4:I/41VAmqUMvVL._SL75_.jpg			0									Amzn US				52.5500	0.0000		52.55	43.27	52.5500	20.5000	73.0500	0.0000		555			59149	never sold				0	743269740392				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGFRLHH	100	MySelf	27.8500	109.1400	0	163003825	16.3700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Breadsticks, Frozen Baked Bread, Gift Set, 10.5 oz � Pack of 8	em4:I/41NVqMKJL1L._SL75_.jpg			0									Amzn US				81.2900	0.0000		81.29	66.94	81.2900	27.8500	109.1400	0.0000		777			59149	never sold				0	743269740408				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGHDKQ1	100	MySelf	33.8500	148.9900	0	163003826	22.3500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Breadsticks, Frozen Baked Bread, Gift Set, 10.5 oz � Pack of 4	em4:I/51d8hlyoFjL._SL75_.jpg			0									Amzn US				115.1400	0.0000		115.14	94.82	115.1400	33.8500	148.9900	0.0000		777			59149	never sold				0	743269740415				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGGQXL2	100	MySelf	23.8000	89.1500	0	163003827	13.3700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Texas Toast, Frozen Bread Gift Set, 22.5 oz � Pack of 8	em4:I/515CPpbYhOL._SL75_.jpg			0									Amzn US				65.3500	0.0000		65.35	53.81	65.3500	23.8000	89.1500	0.0000		444			59149	never sold				0	743269740422				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGHB382	100	MySelf	34.6000	141.5000	0	163003828	21.2200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Texas Toast, Frozen Bread Gift Set, 22.5 oz � Pack of 2	em4:I/51q0h+B9pbL._SL75_.jpg			0									Amzn US				106.9000	0.0000		106.9	88.04	106.9000	34.6000	141.5000	0.0000		777			59149	never sold				0	743269740439				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGKHLDM	100	MySelf	46.1500	209.0100	0	163003829	31.3500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Texas Toast, Frozen Bread Gift Set, 22.5 oz � Pack of 4	em4:I/51x1I6LvVoL._SL75_.jpg			0									Amzn US				162.8600	0.0000		162.86	134.12	162.8600	46.1500	209.0100	0.0000		555			59149	never sold				0	743269740446				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGMPSG2	100	MySelf	21.8500	106.6500	0	163003830	16.0000	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Garlic & Five Cheese Texas Toast, Gift Set, 11.5 oz � Pack of 4	em4:I/51okhSc0maL._SL75_.jpg			0									Amzn US				84.8000	0.0000		84.8	69.84	84.8000	21.8500	106.6500	0.0000		555			59149	never sold				574410	743269740453				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGJT4CP	100	MySelf	30.7000	176.4900	0	163003831	26.4700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Gluten-Free Garlic & Five Cheese Texas Toast, Gift Set, 11.5 oz � Pack of 8	em4:I/51qzBWmT7eL._SL75_.jpg			0									Amzn US				145.7900	0.0000		145.79	120.06	145.7900	30.7000	176.4900	0.0000		777			59149	never sold				0	743269740460				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGL1J7B	100	MySelf	19.7500	76.3300	0	163003832	11.4500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Hand-Tied Knots, Cheese Olde World Ciabatta Rolls, Five Cheese Texas Toast, Gift Set, 8 oz � Pack of 4	em4:I/51rLahYQwKL._SL75_.jpg			0									Amzn US				56.5800	0.0000		56.58	46.6	56.5800	19.7500	76.3300	0.0000		777			59149	never sold				0	743269740477				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGKK42H	100	MySelf	26.5000	115.8500	0	163003833	17.3800	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Hand-Tied Knots, Cheese Olde World Ciabatta Rolls, Five Cheese Texas Toast, Gift Set, 8 oz � Pack of 8	em4:I/51B9xtEBqPL._SL75_.jpg			0									Amzn US				89.3500	0.0000		89.35	73.58	89.3500	26.5000	115.8500	0.0000		777			59149	never sold				0	743269740484				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGJ3YTP	100	MySelf	34.0000	180.4000	0	163003834	27.0600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Real Garlic Hand-Tied Knots, Cheese Olde World Ciabatta Rolls, Five Cheese Texas Toast, Gift Set, 8 oz � Pack of 4	em4:I/51uWFRyT3JL._SL75_.jpg			0									Amzn US				146.4000	0.0000		146.4	120.56	146.4000	34.0000	180.4000	0.0000		666			59149	never sold				0	743269740491				10/1/2025 6:08:49 PM
	Grocery	0.0000		B0FTGH29PF	100	MySelf	21.4000	89.3000	0	163003835	13.4000	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita � Mini Pizza Bagel Snacks with Cheese & Pepperoni, Gift Set:, 7 oz � Pack of 8	em4:I/51zJlc5zq+L._SL75_.jpg			0									Amzn US				67.9000	0.0000		67.9	55.92	67.9000	21.4000	89.3000	0.0000		555			59149	never sold				0	743269740507				10/1/2025 6:08:49 PM
