ordinal,sku,asin,catalog_status,main_status,main_reason_codes,main_repair_readiness,gallery_status,gallery_planned_action,gallery_secondary_count,text_status,structured_status,amazon_pricing_status,amazon_observed_price,canonical_base_price,canonical_floor_price,canonical_price_basis,launch_status,launch_arm,launch_lever,channelmax_status,channelmax_observed_asin,channelmax_identity_exact_match,channelmax_model,channelmax_price,channelmax_floor,channelmax_ceiling,readiness,primary_blocker,blocker_codes,latest_evidence_at
70,MP-ASYO-QNU2,B0H84Z9KWL,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84Z9KWL,true,Default,66.98,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
71,MP-ASZ9-TKE7,B0H837HLKC,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H837HLKC,true,Default,0,93.13,113.09,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
72,NC-ASPL-EXE8,B0H83QRV43,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83QRV43,true,Default,0,70.88,86.08,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
73,NJ-ASAC-PTK2,B0H82X48CD,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82X48CD,true,Default,76.99,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
74,NM-ASEW-S2SK,B0H86TVN3C,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H86TVN3C,true,Default,66.98,77.64,94.27,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
75,NS-ASSD-B3JJ,B0H82L945T,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,UNPROVEN_VARIANT_SUBSTITUTION,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82L945T,true,Default,66.98,65.13,79.09,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
76,NT-ASIL-V5LK,B0H84547PM,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,ABOVE_EXPECTED_POINT_IN_TIME,77.52,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84547PM,true,Default,77.52,71.14,86.38,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_ABOVE_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
77,NV-AS86-HD44,B0H85KQJKS,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H85KQJKS,true,Default,76.99,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
78,PB-ASAF-G2T6,B0H82K7Y7S,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82K7Y7S,true,Default,76.99,65.64,79.69,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
79,PJ-ASAX-6LTG,B0H82T12L7,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82T12L7,true,Default,0,271.91,330.16,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
80,PJ-ASDX-E8LW,B0H85MGP35,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H85MGP35,true,Default,0,40.13,48.73,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
81,PL-ASR9-U94A,B0H83RR2XQ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,REFERENCE_READY_PENDING_EXPLICIT_CONTROLLED_GENERATION,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,130.99,114.27,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_12,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83RR2XQ,true,Default,0,138.98,168.75,NOT_PROVEN_IDEAL,MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
82,PP-AS23-SPLQ,B0H84CDNQG,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84CDNQG,true,Default,66.98,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
83,PR-AS79-8SDF,B0H82L74PL,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82L74PL,true,Default,0,93.13,113.09,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
84,PT-AS5B-Z2XH,B0H84Z6QWY,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84Z6QWY,true,Default,76.99,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
85,PU-AS3D-SA5Z,B0H83H71F8,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|GEL_PACK_COUNT_OR_LAYOUT_FAIL,REFERENCE_READY_PENDING_EXPLICIT_CONTROLLED_GENERATION,REBUILD_NOT_APPLIED,REBUILD_GALLERY,6,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,297.99,297.99,258.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83H71F8,true,Default,297.99,284.4,345.34,NOT_PROVEN_IDEAL,MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
86,PW-ASDZ-CSR8,B0H839TPC5,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,130.99,114.27,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_12,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H839TPC5,true,Default,0,138.98,168.75,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
87,PY-ASBM-WX6W,B0H82B7GV5,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82B7GV5,true,Default,66.98,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
88,QC-ASX2-RHPA,B0H83TQPJB,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,297.99,297.99,258.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83TQPJB,true,Default,297.99,281.91,342.31,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
89,QE-ASEQ-4YV5,B0H82CBLRM,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82CBLRM,true,Default,76.99,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
